name,color,aroma,regions
Фиалка,Розовый,умеренный,Америка
Орхидея,Красный,слабый,Австралия
Ромашка,Розовый,слабый,Субтропики
Роза,Бордовый,слабый,Австралия
Роза,Жёлтый,слабый,Европа
Нарцисс,Бордовый,слабый,Тропики
Тюльпан,Жёлтый,умеренный,Средняя полоса
Фиалка,Красный,умеренный,Азия
Ирис,Белый,слабый,Африка
Пион,Бордовый,умеренный,Средняя полоса
Хризантема,Розовый,слабый,Средняя полоса
Роза,Бордовый,сильный,Тропики
Фиалка,Красный,слабый,Америка
Пион,Красный,умеренный,Африка
Орхидея,Белый,сильный,Средняя полоса
Пион,Розовый,умеренный,Азия
Хризантема,Жёлтый,сильный,Африка
Фиалка,Жёлтый,слабый,Америка
Незабудка,Красный,умеренный,Африка
Орхидея,Розовый,слабый,Австралия
Незабудка,Жёлтый,сильный,Азия
Васильки,Красный,слабый,Тропики
Фиалка,Розовый,слабый,Австралия
Ирис,Бордовый,умеренный,Европа
Васильки,Бордовый,слабый,Австралия
Роза,Белый,сильный,Америка
Гвоздика,Оранжевый,слабый,Америка
Фиалка,Бордовый,сильный,Америка
Хризантема,Фиолетовый,умеренный,Америка
Фиалка,Оранжевый,слабый,Австралия
Мак,Красный,умеренный,Европа
Пион,Белый,сильный,Европа
Роза,Красный,слабый,Средняя полоса
Мак,Синий,слабый,Средняя полоса
Фиалка,Бордовый,умеренный,Австралия
Лаванда,Фиолетовый,слабый,Субтропики
Мак,Розовый,сильный,Азия
Пион,Белый,сильный,Африка
Фиалка,Жёлтый,умеренный,Азия
Ромашка,Бордовый,слабый,Субтропики
Ирис,Красный,умеренный,Африка
Тюльпан,Красный,слабый,Америка
Нарцисс,Розовый,слабый,Субтропики
Нарцисс,Жёлтый,слабый,Субтропики
Хризантема,Бордовый,умеренный,Европа
Васильки,Оранжевый,умеренный,Австралия
Лилия,Розовый,сильный,Америка
Лаванда,Оранжевый,умеренный,Средняя полоса
Незабудка,Оранжевый,сильный,Тропики
Лилия,Синий,сильный,Тропики
Гвоздика,Синий,умеренный,Средняя полоса
Гвоздика,Синий,умеренный,Европа
Васильки,Фиолетовый,умеренный,Австралия
Нарцисс,Розовый,слабый,Тропики
Гвоздика,Жёлтый,умеренный,Австралия
Мак,Фиолетовый,слабый,Субтропики
Лилия,Розовый,слабый,Субтропики
Нарцисс,Оранжевый,сильный,Европа
Пион,Красный,слабый,Австралия
Нарцисс,Жёлтый,сильный,Азия
Ирис,Синий,сильный,Африка
Тюльпан,Синий,сильный,Америка
Тюльпан,Синий,сильный,Америка
Лилия,Фиолетовый,умеренный,Азия
Лилия,Фиолетовый,умеренный,Америка
Васильки,Оранжевый,умеренный,Австралия
Незабудка,Бордовый,сильный,Австралия
Лилия,Белый,сильный,Субтропики
Лилия,Жёлтый,сильный,Африка
Лилия,Красный,сильный,Австралия
Тюльпан,Синий,умеренный,Африка
Ромашка,Бордовый,умеренный,Азия
Нарцисс,Жёлтый,слабый,Африка
Роза,Красный,слабый,Америка
Ирис,Фиолетовый,сильный,Австралия
Васильки,Белый,слабый,Америка
Роза,Красный,сильный,Субтропики
Мак,Красный,слабый,Австралия
Лилия,Бордовый,сильный,Австралия
Гвоздика,Бордовый,умеренный,Азия
Ирис,Оранжевый,умеренный,Австралия
Пион,Фиолетовый,слабый,Европа
Роза,Белый,сильный,Азия
Незабудка,Фиолетовый,слабый,Субтропики
Нарцисс,Фиолетовый,умеренный,Европа
Тюльпан,Оранжевый,умеренный,Африка
Нарцисс,Розовый,сильный,Европа
Орхидея,Фиолетовый,умеренный,Азия
Роза,Синий,сильный,Субтропики
Ромашка,Красный,сильный,Австралия
Тюльпан,Белый,слабый,Африка
Хризантема,Розовый,слабый,Африка
Лаванда,Фиолетовый,умеренный,Америка
Тюльпан,Синий,умеренный,Средняя полоса
Хризантема,Синий,слабый,Австралия
Пион,Синий,сильный,Америка
Орхидея,Жёлтый,умеренный,Тропики
Ирис,Синий,умеренный,Азия
Гвоздика,Розовый,слабый,Африка
Ирис,Бордовый,сильный,Европа
Тюльпан,Белый,сильный,Африка
Ромашка,Розовый,сильный,Субтропики
Лилия,Красный,сильный,Субтропики
Лилия,Красный,слабый,Субтропики
Тюльпан,Красный,умеренный,Европа
Пион,Фиолетовый,слабый,Тропики
Тюльпан,Бордовый,умеренный,Австралия
Фиалка,Бордовый,слабый,Европа
Мак,Бордовый,сильный,Америка
Лилия,Фиолетовый,слабый,Субтропики
Васильки,Фиолетовый,умеренный,Австралия
Хризантема,Розовый,сильный,Субтропики
Лаванда,Белый,сильный,Тропики
Орхидея,Фиолетовый,умеренный,Азия
Нарцисс,Фиолетовый,сильный,Австралия
Тюльпан,Фиолетовый,умеренный,Субтропики
Орхидея,Красный,умеренный,Австралия
Лилия,Бордовый,умеренный,Африка
Нарцисс,Синий,сильный,Африка
Гвоздика,Розовый,сильный,Австралия
Роза,Синий,слабый,Азия
Орхидея,Фиолетовый,слабый,Европа
Ромашка,Белый,слабый,Европа
Лаванда,Красный,умеренный,Америка
Нарцисс,Синий,умеренный,Субтропики
Гвоздика,Красный,слабый,Субтропики
Мак,Фиолетовый,слабый,Америка
Тюльпан,Бордовый,слабый,Тропики
Фиалка,Белый,сильный,Америка
Роза,Бордовый,слабый,Средняя полоса
Хризантема,Красный,слабый,Субтропики
Лилия,Оранжевый,слабый,Субтропики
Ромашка,Оранжевый,сильный,Субтропики
Лилия,Белый,слабый,Азия
Ирис,Фиолетовый,умеренный,Тропики
Гвоздика,Жёлтый,слабый,Австралия
Гвоздика,Фиолетовый,слабый,Америка
Пион,Фиолетовый,умеренный,Тропики
Пион,Синий,сильный,Австралия
Лаванда,Розовый,умеренный,Австралия
Ромашка,Жёлтый,слабый,Америка
Гвоздика,Синий,умеренный,Европа
Васильки,Белый,умеренный,Австралия
Тюльпан,Розовый,слабый,Африка
Ирис,Фиолетовый,умеренный,Средняя полоса
Лилия,Белый,слабый,Тропики
Ирис,Розовый,умеренный,Средняя полоса
Васильки,Синий,слабый,Тропики
Лилия,Оранжевый,сильный,Средняя полоса
Ромашка,Оранжевый,слабый,Азия
Роза,Белый,умеренный,Средняя полоса
Лаванда,Розовый,слабый,Субтропики
Гвоздика,Красный,слабый,Австралия
Тюльпан,Розовый,слабый,Америка
Тюльпан,Синий,умеренный,Австралия
Лаванда,Синий,сильный,Америка
Ромашка,Розовый,слабый,Субтропики
Незабудка,Красный,умеренный,Австралия
Незабудка,Синий,умеренный,Средняя полоса
Ромашка,Синий,умеренный,Субтропики
Лилия,Бордовый,слабый,Африка
Хризантема,Белый,умеренный,Америка
Пион,Жёлтый,слабый,Австралия
Лилия,Бордовый,умеренный,Азия
Нарцисс,Красный,умеренный,Африка
Роза,Фиолетовый,слабый,Австралия
Васильки,Красный,умеренный,Тропики
Незабудка,Оранжевый,слабый,Европа
Незабудка,Фиолетовый,сильный,Субтропики
Хризантема,Жёлтый,умеренный,Европа
Пион,Красный,слабый,Европа
Фиалка,Оранжевый,слабый,Тропики
Пион,Красный,сильный,Азия
Фиалка,Белый,слабый,Азия
Тюльпан,Оранжевый,слабый,Африка
Васильки,Жёлтый,умеренный,Азия
Хризантема,Синий,умеренный,Америка
Роза,Фиолетовый,умеренный,Азия
Мак,Оранжевый,сильный,Австралия
Гвоздика,Красный,умеренный,Америка
Хризантема,Оранжевый,слабый,Тропики
Гвоздика,Розовый,умеренный,Америка
Лаванда,Бордовый,умеренный,Австралия
Ромашка,Красный,умеренный,Тропики
Лилия,Белый,сильный,Австралия
Нарцисс,Белый,умеренный,Европа
Васильки,Жёлтый,умеренный,Субтропики
Хризантема,Жёлтый,умеренный,Азия
Роза,Белый,умеренный,Австралия
Лилия,Бордовый,слабый,Америка
Лилия,Синий,умеренный,Субтропики
Тюльпан,Синий,слабый,Азия
Нарцисс,Жёлтый,умеренный,Африка
Тюльпан,Розовый,слабый,Америка
Ромашка,Оранжевый,слабый,Африка
Ромашка,Розовый,сильный,Австралия
Роза,Розовый,умеренный,Субтропики
Хризантема,Синий,сильный,Африка
Лаванда,Фиолетовый,умеренный,Австралия
Нарцисс,Синий,умеренный,Америка
Пион,Розовый,умеренный,Субтропики
Лилия,Красный,сильный,Африка
Мак,Красный,слабый,Субтропики
Гвоздика,Жёлтый,сильный,Тропики
Ирис,Синий,умеренный,Субтропики
Роза,Бордовый,сильный,Субтропики
Незабудка,Оранжевый,умеренный,Америка
Роза,Синий,сильный,Африка
Ромашка,Белый,слабый,Австралия
Роза,Синий,сильный,Африка
Лаванда,Синий,сильный,Тропики
Ирис,Синий,сильный,Средняя полоса
Тюльпан,Оранжевый,сильный,Тропики
Незабудка,Синий,слабый,Субтропики
Мак,Бордовый,умеренный,Тропики
Незабудка,Белый,сильный,Америка
Орхидея,Жёлтый,слабый,Европа
Роза,Фиолетовый,сильный,Средняя полоса
Ромашка,Оранжевый,сильный,Европа
Лилия,Бордовый,умеренный,Средняя полоса
Пион,Фиолетовый,слабый,Тропики
Мак,Синий,умеренный,Африка
Ромашка,Оранжевый,умеренный,Африка
Хризантема,Красный,сильный,Субтропики
Ирис,Жёлтый,умеренный,Субтропики
Хризантема,Жёлтый,умеренный,Субтропики
Орхидея,Белый,слабый,Тропики
Лаванда,Оранжевый,сильный,Европа
Васильки,Синий,умеренный,Тропики
Васильки,Розовый,слабый,Азия
Пион,Розовый,сильный,Австралия
Орхидея,Фиолетовый,умеренный,Средняя полоса
Ирис,Розовый,сильный,Азия
Лилия,Фиолетовый,слабый,Америка
Фиалка,Белый,умеренный,Тропики
Лилия,Фиолетовый,сильный,Средняя полоса
Роза,Оранжевый,слабый,Австралия
Тюльпан,Оранжевый,умеренный,Америка
Орхидея,Красный,умеренный,Америка
Ирис,Розовый,слабый,Средняя полоса
Ромашка,Красный,сильный,Азия
Лилия,Жёлтый,слабый,Африка
Васильки,Фиолетовый,умеренный,Африка
Ирис,Фиолетовый,умеренный,Америка
Лилия,Синий,слабый,Субтропики
Пион,Розовый,умеренный,Субтропики
Нарцисс,Розовый,сильный,Африка
Лилия,Бордовый,слабый,Азия
Тюльпан,Красный,умеренный,Субтропики
Ромашка,Красный,умеренный,Субтропики
Орхидея,Розовый,умеренный,Тропики
Незабудка,Фиолетовый,сильный,Австралия
Хризантема,Бордовый,умеренный,Америка
Ирис,Бордовый,слабый,Азия
Незабудка,Розовый,сильный,Африка
Роза,Синий,сильный,Азия
Хризантема,Оранжевый,сильный,Субтропики
Нарцисс,Бордовый,умеренный,Азия
Гвоздика,Синий,слабый,Америка
Тюльпан,Жёлтый,сильный,Африка
Незабудка,Розовый,умеренный,Средняя полоса
Незабудка,Синий,умеренный,Америка
Ромашка,Красный,слабый,Европа
Лаванда,Красный,слабый,Тропики
Орхидея,Красный,умеренный,Европа
Гвоздика,Жёлтый,сильный,Субтропики
Васильки,Бордовый,сильный,Субтропики
Фиалка,Фиолетовый,умеренный,Австралия
Лилия,Красный,умеренный,Тропики
Васильки,Оранжевый,слабый,Средняя полоса
Мак,Оранжевый,умеренный,Средняя полоса
Незабудка,Фиолетовый,слабый,Тропики
Ромашка,Бордовый,умеренный,Средняя полоса
Ромашка,Фиолетовый,слабый,Европа
Фиалка,Фиолетовый,сильный,Европа
Незабудка,Синий,слабый,Тропики
Лилия,Синий,умеренный,Америка
Васильки,Жёлтый,сильный,Европа
Незабудка,Фиолетовый,сильный,Азия
Васильки,Красный,слабый,Америка
Фиалка,Оранжевый,умеренный,Средняя полоса
Мак,Красный,слабый,Америка
Орхидея,Синий,слабый,Средняя полоса
Роза,Фиолетовый,умеренный,Африка
Ромашка,Синий,сильный,Америка
Тюльпан,Бордовый,слабый,Австралия
Гвоздика,Розовый,слабый,Америка
Роза,Синий,сильный,Субтропики
Хризантема,Синий,слабый,Средняя полоса
Орхидея,Фиолетовый,умеренный,Австралия
Васильки,Розовый,умеренный,Тропики
Ромашка,Розовый,сильный,Америка
Васильки,Бордовый,сильный,Европа
Васильки,Белый,умеренный,Америка
Фиалка,Бордовый,слабый,Европа
Фиалка,Красный,умеренный,Европа
Лаванда,Красный,умеренный,Европа
Нарцисс,Розовый,умеренный,Австралия
Васильки,Жёлтый,слабый,Америка
Лаванда,Красный,умеренный,Африка
Пион,Синий,слабый,Средняя полоса
Ромашка,Красный,сильный,Америка
Гвоздика,Жёлтый,сильный,Субтропики
Орхидея,Фиолетовый,сильный,Австралия
Роза,Жёлтый,сильный,Тропики
Фиалка,Красный,умеренный,Европа
Гвоздика,Розовый,слабый,Европа
Ромашка,Бордовый,слабый,Субтропики
Лаванда,Жёлтый,сильный,Австралия
Пион,Бордовый,слабый,Тропики
Фиалка,Синий,умеренный,Тропики
Ирис,Бордовый,сильный,Средняя полоса
Фиалка,Красный,сильный,Америка
Фиалка,Оранжевый,умеренный,Азия
Ирис,Оранжевый,умеренный,Европа
Ромашка,Красный,сильный,Америка
Ромашка,Красный,сильный,Тропики
Лаванда,Оранжевый,умеренный,Субтропики
Роза,Фиолетовый,слабый,Азия
Васильки,Синий,слабый,Австралия
Фиалка,Синий,сильный,Африка
Гвоздика,Синий,слабый,Америка
Незабудка,Бордовый,сильный,Тропики
Мак,Розовый,сильный,Австралия
Ромашка,Фиолетовый,умеренный,Европа
Хризантема,Бордовый,умеренный,Субтропики
Тюльпан,Розовый,слабый,Америка
Ромашка,Жёлтый,сильный,Америка
Васильки,Красный,слабый,Субтропики
Мак,Красный,слабый,Африка
Ирис,Бордовый,умеренный,Средняя полоса
Тюльпан,Жёлтый,умеренный,Африка
Гвоздика,Красный,сильный,Средняя полоса
Незабудка,Красный,умеренный,Австралия
Тюльпан,Бордовый,сильный,Европа
Незабудка,Бордовый,сильный,Тропики
Мак,Красный,умеренный,Тропики
Нарцисс,Синий,умеренный,Тропики
Мак,Синий,умеренный,Средняя полоса
Незабудка,Синий,умеренный,Субтропики
Орхидея,Фиолетовый,слабый,Австралия
Лаванда,Оранжевый,умеренный,Азия
Мак,Белый,слабый,Азия
Незабудка,Жёлтый,слабый,Азия
Незабудка,Бордовый,слабый,Европа
Ирис,Фиолетовый,слабый,Азия
Лилия,Бордовый,слабый,Тропики
Васильки,Розовый,сильный,Тропики
Мак,Красный,сильный,Субтропики
Гвоздика,Белый,слабый,Тропики
Лилия,Красный,слабый,Австралия
Мак,Оранжевый,умеренный,Африка
Роза,Белый,сильный,Европа
Ирис,Жёлтый,слабый,Австралия
Ирис,Красный,сильный,Америка
Ирис,Красный,умеренный,Субтропики
Лаванда,Белый,сильный,Африка
Лаванда,Красный,умеренный,Америка
Фиалка,Оранжевый,умеренный,Америка
Ирис,Белый,слабый,Субтропики
Тюльпан,Оранжевый,слабый,Азия
Незабудка,Оранжевый,сильный,Тропики
Орхидея,Белый,слабый,Субтропики
Тюльпан,Фиолетовый,умеренный,Америка
Гвоздика,Красный,умеренный,Европа
Роза,Оранжевый,слабый,Тропики
Фиалка,Фиолетовый,слабый,Америка
Лаванда,Фиолетовый,сильный,Австралия
Лаванда,Розовый,сильный,Европа
Роза,Оранжевый,сильный,Африка
Нарцисс,Оранжевый,слабый,Африка
Незабудка,Красный,умеренный,Азия
Орхидея,Розовый,слабый,Тропики
Пион,Красный,умеренный,Субтропики
Лилия,Синий,слабый,Субтропики
Незабудка,Жёлтый,сильный,Субтропики
Тюльпан,Оранжевый,слабый,Азия
Ирис,Белый,сильный,Субтропики
Фиалка,Бордовый,сильный,Европа
Пион,Фиолетовый,слабый,Тропики
Пион,Оранжевый,умеренный,Тропики
Гвоздика,Оранжевый,сильный,Америка
Фиалка,Жёлтый,умеренный,Африка
Васильки,Фиолетовый,сильный,Средняя полоса
Ромашка,Белый,сильный,Субтропики
Ирис,Фиолетовый,умеренный,Австралия
Мак,Розовый,умеренный,Австралия
Фиалка,Белый,сильный,Азия
Васильки,Красный,слабый,Азия
Лаванда,Розовый,слабый,Австралия
Лаванда,Красный,умеренный,Субтропики
Тюльпан,Жёлтый,сильный,Тропики
Васильки,Бордовый,умеренный,Азия
Лаванда,Розовый,умеренный,Европа
Тюльпан,Синий,сильный,Австралия
Незабудка,Белый,умеренный,Австралия
Ромашка,Белый,умеренный,Азия
Роза,Фиолетовый,умеренный,Африка
Орхидея,Синий,слабый,Америка
Орхидея,Бордовый,умеренный,Азия
Роза,Розовый,сильный,Средняя полоса
Гвоздика,Розовый,умеренный,Тропики
Ирис,Фиолетовый,сильный,Средняя полоса
Незабудка,Оранжевый,слабый,Тропики
Лаванда,Бордовый,сильный,Средняя полоса
Нарцисс,Фиолетовый,сильный,Азия
Ромашка,Красный,слабый,Австралия
Лилия,Красный,умеренный,Америка
Ирис,Белый,слабый,Африка
Хризантема,Оранжевый,сильный,Тропики
Орхидея,Красный,умеренный,Австралия
Тюльпан,Бордовый,умеренный,Европа
Роза,Оранжевый,сильный,Африка
Гвоздика,Жёлтый,сильный,Тропики
Хризантема,Белый,слабый,Средняя полоса
Мак,Оранжевый,сильный,Европа
Лилия,Фиолетовый,сильный,Тропики
Ирис,Красный,слабый,Тропики
Роза,Синий,слабый,Австралия
Роза,Синий,умеренный,Африка
Незабудка,Бордовый,слабый,Тропики
Незабудка,Фиолетовый,слабый,Субтропики
Гвоздика,Синий,слабый,Америка
Тюльпан,Фиолетовый,слабый,Австралия
Хризантема,Синий,слабый,Субтропики
Пион,Розовый,умеренный,Европа
Нарцисс,Белый,слабый,Америка
Тюльпан,Фиолетовый,сильный,Австралия
Ромашка,Фиолетовый,сильный,Америка
Васильки,Синий,сильный,Африка
Фиалка,Розовый,умеренный,Средняя полоса
Лилия,Оранжевый,слабый,Америка
Ирис,Красный,умеренный,Азия
Хризантема,Красный,слабый,Средняя полоса
Ромашка,Жёлтый,слабый,Австралия
Фиалка,Розовый,умеренный,Европа
Лилия,Розовый,слабый,Азия
Тюльпан,Розовый,сильный,Азия
Ромашка,Оранжевый,умеренный,Азия
Васильки,Бордовый,слабый,Америка
Лаванда,Оранжевый,умеренный,Средняя полоса
Гвоздика,Фиолетовый,умеренный,Субтропики
Фиалка,Синий,сильный,Австралия
Васильки,Синий,умеренный,Австралия
Пион,Красный,слабый,Америка
Нарцисс,Синий,слабый,Австралия
Васильки,Оранжевый,умеренный,Средняя полоса
Орхидея,Бордовый,умеренный,Африка
Васильки,Жёлтый,сильный,Америка
Ирис,Розовый,умеренный,Субтропики
