name,color,aroma,regions
Ирис,Жёлтый,слабый,Европа
Ирис,Жёлтый,умеренный,Австралия
Ирис,Жёлтый,умеренный,Субтропики
Ирис,Красный,слабый,Америка
Ирис,Красный,слабый,Тропики
Ирис,Красный,слабый,Тропики
Ирис,Красный,умеренный,Европа
Ирис,Красный,умеренный,Африка
Ирис,Красный,умеренный,Азия
Ирис,Красный,умеренный,Субтропики
Ирис,Красный,сильный,Европа
Ирис,Красный,сильный,Америка
Ирис,Красный,сильный,Тропики
Ирис,Красный,сильный,Тропики
Ирис,Красный,сильный,Австралия
Ирис,Оранжевый,слабый,Европа
Ирис,Оранжевый,умеренный,Азия
Ирис,Оранжевый,умеренный,Австралия
Ирис,Оранжевый,умеренный,Австралия
Ирис,Оранжевый,умеренный,Европа
Ирис,Оранжевый,сильный,Африка
Ирис,Оранжевый,сильный,Субтропики
Ирис,Оранжевый,сильный,Тропики
Ирис,Розовый,слабый,Австралия
Ирис,Розовый,слабый,Америка
Ирис,Розовый,слабый,Азия
Ирис,Розовый,слабый,Средняя полоса
Ирис,Розовый,умеренный,Субтропики
Ирис,Розовый,умеренный,Средняя полоса
Ирис,Розовый,умеренный,Субтропики
Ирис,Розовый,сильный,Субтропики
Ирис,Розовый,сильный,Азия
Ирис,Розовый,сильный,Европа
Ирис,Синий,умеренный,Субтропики
Ирис,Синий,умеренный,Субтропики
Ирис,Синий,умеренный,Азия
Ирис,Синий,умеренный,Африка
Ирис,Синий,сильный,Средняя полоса
Ирис,Синий,сильный,Африка
Ирис,Синий,сильный,Африка
Ирис,Синий,сильный,Средняя полоса
Ирис,Фиолетовый,слабый,Азия
Ирис,Фиолетовый,слабый,Средняя полоса
Ирис,Фиолетовый,слабый,Африка
Ирис,Фиолетовый,умеренный,Средняя полоса
Ирис,Фиолетовый,умеренный,Америка
Ирис,Фиолетовый,умеренный,Тропики
Ирис,Фиолетовый,умеренный,Австралия
Ирис,Фиолетовый,сильный,Австралия
Ирис,Фиолетовый,сильный,Европа
Ирис,Фиолетовый,сильный,Средняя полоса
Ирис,Фиолетовый,сильный,Австралия
Ирис,Фиолетовый,сильный,Америка
Лаванда,Белый,слабый,Европа
Лаванда,Белый,умеренный,Тропики
Лаванда,Белый,умеренный,Азия
Лаванда,Белый,умеренный,Европа
Лаванда,Белый,умеренный,Европа
Лаванда,Белый,сильный,Тропики
Лаванда,Белый,сильный,Америка
Лаванда,Белый,сильный,Субтропики
Лаванда,Белый,сильный,Африка
Лаванда,Бордовый,слабый,Азия
Лаванда,Бордовый,умеренный,Австралия
Лаванда,Бордовый,умеренный,Америка
Лаванда,Бордовый,сильный,Азия
Лаванда,Бордовый,сильный,Средняя полоса
Лаванда,Жёлтый,умеренный,Средняя полоса
Лаванда,Жёлтый,умеренный,Европа
Лаванда,Жёлтый,умеренный,Субтропики
Лаванда,Жёлтый,сильный,Средняя полоса
Лаванда,Жёлтый,сильный,Тропики
Лаванда,Жёлтый,сильный,Австралия
Лаванда,Красный,слабый,Тропики
Лаванда,Красный,умеренный,Субтропики
Лаванда,Красный,умеренный,Африка
Лаванда,Красный,умеренный,Америка
Лаванда,Красный,умеренный,Америка
Лаванда,Красный,умеренный,Европа
Лаванда,Красный,умеренный,Африка
Лаванда,Красный,сильный,Азия
Лаванда,Красный,сильный,Средняя полоса
Лаванда,Оранжевый,слабый,Америка
Лаванда,Оранжевый,слабый,Европа
Лаванда,Оранжевый,умеренный,Азия
Лаванда,Оранжевый,умеренный,Австралия
Лаванда,Оранжевый,умеренный,Средняя полоса
Лаванда,Оранжевый,умеренный,Средняя полоса
Лаванда,Оранжевый,умеренный,Субтропики
Лаванда,Оранжевый,сильный,Субтропики
Лаванда,Оранжевый,сильный,Европа
Лаванда,Розовый,слабый,Субтропики
Лаванда,Розовый,слабый,Тропики
Лаванда,Розовый,слабый,Австралия
Лаванда,Розовый,умеренный,Австралия
Лаванда,Розовый,умеренный,Европа
Лаванда,Розовый,умеренный,Средняя полоса
Лаванда,Розовый,сильный,Африка
Лаванда,Розовый,сильный,Америка
Лаванда,Розовый,сильный,Америка
Лаванда,Розовый,сильный,Европа
Лаванда,Синий,слабый,Австралия
Лаванда,Синий,сильный,Америка
Лаванда,Синий,сильный,Америка
Лаванда,Синий,сильный,Тропики
Лаванда,Синий,сильный,Тропики
Лаванда,Фиолетовый,слабый,Азия
Лаванда,Фиолетовый,слабый,Субтропики
Лаванда,Фиолетовый,умеренный,Азия
Лаванда,Фиолетовый,умеренный,Австралия
Лаванда,Фиолетовый,умеренный,Америка
Лаванда,Фиолетовый,умеренный,Субтропики
Лаванда,Фиолетовый,умеренный,Азия
Лаванда,Фиолетовый,сильный,Австралия
Лаванда,Фиолетовый,сильный,Азия
Лаванда,Фиолетовый,сильный,Тропики
Лилия,Белый,слабый,Америка
Лилия,Белый,слабый,Азия
Лилия,Белый,слабый,Тропики
Лилия,Белый,слабый,Азия
Лилия,Белый,умеренный,Австралия
Лилия,Белый,сильный,Азия
Лилия,Белый,сильный,Австралия
Лилия,Белый,сильный,Субтропики
Лилия,Бордовый,слабый,Азия
Лилия,Бордовый,слабый,Америка
Лилия,Бордовый,слабый,Африка
Лилия,Бордовый,слабый,Тропики
Лилия,Бордовый,умеренный,Средняя полоса
Лилия,Бордовый,умеренный,Азия
Лилия,Бордовый,умеренный,Африка
Лилия,Бордовый,сильный,Австралия
Лилия,Бордовый,сильный,Австралия
Лилия,Жёлтый,слабый,Азия
Лилия,Жёлтый,слабый,Африка
Лилия,Жёлтый,умеренный,Америка
Лилия,Жёлтый,умеренный,Тропики
Лилия,Жёлтый,умеренный,Субтропики
Лилия,Жёлтый,умеренный,Африка
Лилия,Жёлтый,умеренный,Америка
Лилия,Жёлтый,сильный,Азия
Лилия,Жёлтый,сильный,Америка
Лилия,Жёлтый,сильный,Африка
Лилия,Красный,слабый,Тропики
Лилия,Красный,слабый,Субтропики
Лилия,Красный,слабый,Субтропики
Лилия,Красный,слабый,Австралия
Лилия,Красный,умеренный,Америка
Лилия,Красный,умеренный,Тропики
Лилия,Красный,сильный,Субтропики
Лилия,Красный,сильный,Субтропики
Лилия,Красный,сильный,Африка
Лилия,Красный,сильный,Австралия
Лилия,Оранжевый,слабый,Средняя полоса
Лилия,Оранжевый,слабый,Субтропики
Лилия,Оранжевый,слабый,Америка
Лилия,Оранжевый,умеренный,Азия
Лилия,Оранжевый,сильный,Средняя полоса
Лилия,Оранжевый,сильный,Азия
Лилия,Розовый,слабый,Азия
Лилия,Розовый,слабый,Америка
Лилия,Розовый,слабый,Субтропики
Лилия,Розовый,умеренный,Тропики
Лилия,Розовый,умеренный,Средняя полоса
Лилия,Розовый,сильный,Европа
Лилия,Розовый,сильный,Австралия
Лилия,Розовый,сильный,Тропики
Лилия,Розовый,сильный,Африка
Лилия,Розовый,сильный,Австралия
Лилия,Розовый,сильный,Азия
Лилия,Розовый,сильный,Америка
Лилия,Синий,слабый,Субтропики
Лилия,Синий,слабый,Субтропики
Лилия,Синий,умеренный,Америка
Лилия,Синий,умеренный,Субтропики
Лилия,Синий,умеренный,Тропики
Лилия,Синий,умеренный,Америка
Лилия,Синий,сильный,Тропики
Лилия,Фиолетовый,слабый,Субтропики
Лилия,Фиолетовый,слабый,Америка
Лилия,Фиолетовый,слабый,Субтропики
Лилия,Фиолетовый,слабый,Субтропики
Лилия,Фиолетовый,умеренный,Африка
Лилия,Фиолетовый,умеренный,Америка
Лилия,Фиолетовый,умеренный,Азия
Лилия,Фиолетовый,сильный,Африка
Лилия,Фиолетовый,сильный,Европа
Лилия,Фиолетовый,сильный,Средняя полоса
Лилия,Фиолетовый,сильный,Тропики
Мак,Белый,слабый,Тропики
Мак,Белый,слабый,Америка
Мак,Белый,слабый,Азия
Мак,Белый,умеренный,Средняя полоса
Мак,Белый,умеренный,Азия
Мак,Белый,сильный,Америка
Мак,Бордовый,слабый,Тропики
Мак,Бордовый,слабый,Африка
Мак,Бордовый,слабый,Субтропики
Мак,Бордовый,слабый,Азия
Мак,Бордовый,умеренный,Тропики
Мак,Бордовый,умеренный,Австралия
Мак,Бордовый,сильный,Америка
Мак,Бордовый,сильный,Европа
Мак,Бордовый,сильный,Америка
Мак,Жёлтый,слабый,Африка
Мак,Жёлтый,умеренный,Австралия
Мак,Жёлтый,сильный,Америка
Мак,Жёлтый,сильный,Америка
Мак,Красный,слабый,Субтропики
Мак,Красный,слабый,Африка
Мак,Красный,слабый,Австралия
Мак,Красный,слабый,Африка
Мак,Красный,слабый,Америка
Мак,Красный,умеренный,Америка
Мак,Красный,умеренный,Тропики
Мак,Красный,умеренный,Европа
Мак,Красный,сильный,Субтропики
Мак,Оранжевый,умеренный,Средняя полоса
Мак,Оранжевый,умеренный,Средняя полоса
Мак,Оранжевый,умеренный,Африка
Мак,Оранжевый,умеренный,Африка
Мак,Оранжевый,умеренный,Америка
Мак,Оранжевый,сильный,Европа
Мак,Оранжевый,сильный,Австралия
Мак,Розовый,слабый,Средняя полоса
Мак,Розовый,слабый,Африка
Мак,Розовый,умеренный,Австралия
Мак,Розовый,сильный,Африка
Мак,Розовый,сильный,Австралия
Мак,Розовый,сильный,Азия
Мак,Синий,слабый,Австралия
Мак,Синий,слабый,Средняя полоса
Мак,Синий,умеренный,Австралия
Мак,Синий,умеренный,Африка
Мак,Синий,умеренный,Азия
Мак,Синий,умеренный,Средняя полоса
Мак,Синий,умеренный,Тропики
Мак,Фиолетовый,слабый,Австралия
Мак,Фиолетовый,слабый,Средняя полоса
Мак,Фиолетовый,слабый,Субтропики
Мак,Фиолетовый,слабый,Америка
Мак,Фиолетовый,слабый,Америка
Мак,Фиолетовый,умеренный,Средняя полоса
Мак,Фиолетовый,сильный,Африка
Мак,Фиолетовый,сильный,Африка
Нарцисс,Белый,слабый,Африка
Нарцисс,Белый,слабый,Европа
Нарцисс,Белый,слабый,Америка
Нарцисс,Белый,умеренный,Европа
Нарцисс,Белый,умеренный,Субтропики
Нарцисс,Белый,сильный,Америка
Нарцисс,Бордовый,слабый,Тропики
Нарцисс,Бордовый,умеренный,Азия
Нарцисс,Жёлтый,слабый,Австралия
Нарцисс,Жёлтый,слабый,Африка
Нарцисс,Жёлтый,слабый,Субтропики
Нарцисс,Жёлтый,умеренный,Африка
Нарцисс,Жёлтый,сильный,Тропики
Нарцисс,Жёлтый,сильный,Азия
Нарцисс,Красный,умеренный,Африка
Нарцисс,Красный,умеренный,Африка
Нарцисс,Красный,умеренный,Средняя полоса
Нарцисс,Красный,сильный,Субтропики
Нарцисс,Оранжевый,слабый,Африка
Нарцисс,Оранжевый,умеренный,Тропики
Нарцисс,Оранжевый,умеренный,Африка
Нарцисс,Оранжевый,умеренный,Средняя полоса
Нарцисс,Оранжевый,сильный,Африка
Нарцисс,Оранжевый,сильный,Европа
Нарцисс,Розовый,слабый,Европа
Нарцисс,Розовый,слабый,Америка
Нарцисс,Розовый,слабый,Тропики
Нарцисс,Розовый,слабый,Субтропики
Нарцисс,Розовый,умеренный,Австралия
Нарцисс,Розовый,сильный,Европа
Нарцисс,Розовый,сильный,Африка
Нарцисс,Синий,слабый,Австралия
Нарцисс,Синий,слабый,Австралия
Нарцисс,Синий,слабый,Америка
Нарцисс,Синий,умеренный,Америка
Нарцисс,Синий,умеренный,Субтропики
Нарцисс,Синий,умеренный,Тропики
Нарцисс,Синий,сильный,Австралия
Нарцисс,Синий,сильный,Африка
Нарцисс,Фиолетовый,слабый,Азия
Нарцисс,Фиолетовый,умеренный,Европа
Нарцисс,Фиолетовый,умеренный,Европа
Нарцисс,Фиолетовый,сильный,Азия
Нарцисс,Фиолетовый,сильный,Азия
Нарцисс,Фиолетовый,сильный,Австралия
Нарцисс,Фиолетовый,сильный,Европа
Нарцисс,Фиолетовый,сильный,Азия
Незабудка,Белый,слабый,Тропики
Незабудка,Белый,слабый,Тропики
Незабудка,Белый,слабый,Средняя полоса
Незабудка,Белый,умеренный,Азия
Незабудка,Белый,умеренный,Средняя полоса
Незабудка,Белый,умеренный,Австралия
Незабудка,Белый,сильный,Европа
Незабудка,Белый,сильный,Америка
Незабудка,Белый,сильный,Австралия
Незабудка,Белый,сильный,Средняя полоса
Незабудка,Белый,сильный,Субтропики
Незабудка,Бордовый,слабый,Австралия
Незабудка,Бордовый,слабый,Тропики
Незабудка,Бордовый,слабый,Европа
Незабудка,Бордовый,слабый,Африка
Незабудка,Бордовый,умеренный,Тропики
Незабудка,Бордовый,сильный,Австралия
Незабудка,Бордовый,сильный,Тропики
Незабудка,Бордовый,сильный,Тропики
Незабудка,Жёлтый,слабый,Азия
Незабудка,Жёлтый,умеренный,Тропики
Незабудка,Жёлтый,сильный,Азия
Незабудка,Жёлтый,сильный,Субтропики
Незабудка,Жёлтый,сильный,Субтропики
Незабудка,Красный,слабый,Африка
Незабудка,Красный,слабый,Африка
Незабудка,Красный,слабый,Австралия
Незабудка,Красный,умеренный,Африка
Незабудка,Красный,умеренный,Австралия
Незабудка,Красный,умеренный,Азия
Незабудка,Красный,умеренный,Австралия
Незабудка,Красный,сильный,Америка
Незабудка,Оранжевый,слабый,Европа
Незабудка,Оранжевый,слабый,Субтропики
Незабудка,Оранжевый,слабый,Тропики
Незабудка,Оранжевый,умеренный,Европа
Незабудка,Оранжевый,умеренный,Америка
Незабудка,Оранжевый,умеренный,Австралия
Незабудка,Оранжевый,сильный,Субтропики
Незабудка,Оранжевый,сильный,Тропики
Незабудка,Оранжевый,сильный,Тропики
Незабудка,Розовый,слабый,Австралия
Незабудка,Розовый,слабый,Европа
Незабудка,Розовый,умеренный,Австралия
Незабудка,Розовый,умеренный,Средняя полоса
Незабудка,Розовый,умеренный,Субтропики
Незабудка,Розовый,сильный,Африка
Незабудка,Розовый,сильный,Тропики
Незабудка,Синий,слабый,Тропики
Незабудка,Синий,слабый,Субтропики
Незабудка,Синий,слабый,Австралия
Незабудка,Синий,умеренный,Америка
Незабудка,Синий,умеренный,Средняя полоса
Незабудка,Синий,умеренный,Африка
Незабудка,Синий,умеренный,Субтропики
Незабудка,Фиолетовый,слабый,Тропики
Незабудка,Фиолетовый,слабый,Тропики
Незабудка,Фиолетовый,слабый,Субтропики
Незабудка,Фиолетовый,слабый,Субтропики
Незабудка,Фиолетовый,слабый,Субтропики
Незабудка,Фиолетовый,умеренный,Америка
Незабудка,Фиолетовый,сильный,Азия
Незабудка,Фиолетовый,сильный,Австралия
Незабудка,Фиолетовый,сильный,Австралия
Незабудка,Фиолетовый,сильный,Субтропики
Незабудка,Фиолетовый,сильный,Субтропики
Орхидея,Белый,слабый,Африка
Орхидея,Белый,слабый,Европа
Орхидея,Белый,слабый,Тропики
Орхидея,Белый,слабый,Тропики
Орхидея,Белый,слабый,Субтропики
Орхидея,Белый,умеренный,Средняя полоса
Орхидея,Белый,сильный,Средняя полоса
Орхидея,Бордовый,слабый,Средняя полоса
Орхидея,Бордовый,слабый,Америка
Орхидея,Бордовый,умеренный,Тропики
Орхидея,Бордовый,умеренный,Азия
Орхидея,Бордовый,умеренный,Африка
Орхидея,Бордовый,умеренный,Азия
Орхидея,Бордовый,сильный,Африка
Орхидея,Бордовый,сильный,Европа
Орхидея,Бордовый,сильный,Африка
Орхидея,Жёлтый,слабый,Европа
Орхидея,Жёлтый,слабый,Европа
Орхидея,Жёлтый,умеренный,Азия
Орхидея,Жёлтый,умеренный,Тропики
Орхидея,Жёлтый,сильный,Азия
Орхидея,Красный,слабый,Африка
Орхидея,Красный,слабый,Австралия
Орхидея,Красный,умеренный,Америка
Орхидея,Красный,умеренный,Азия
Орхидея,Красный,умеренный,Европа
Орхидея,Красный,умеренный,Средняя полоса
Орхидея,Красный,умеренный,Австралия
Орхидея,Красный,умеренный,Австралия
Орхидея,Красный,умеренный,Австралия
Орхидея,Красный,сильный,Африка
Орхидея,Красный,сильный,Азия
Орхидея,Оранжевый,слабый,Европа
Орхидея,Оранжевый,слабый,Азия
Орхидея,Оранжевый,умеренный,Субтропики
Орхидея,Оранжевый,сильный,Субтропики
Орхидея,Оранжевый,сильный,Африка
Орхидея,Розовый,слабый,Австралия
Орхидея,Розовый,слабый,Австралия
Орхидея,Розовый,слабый,Тропики
Орхидея,Розовый,умеренный,Азия
Орхидея,Розовый,умеренный,Тропики
Орхидея,Синий,слабый,Америка
Орхидея,Синий,слабый,Средняя полоса
Орхидея,Синий,умеренный,Средняя полоса
Орхидея,Синий,умеренный,Европа
Орхидея,Синий,умеренный,Африка
Орхидея,Синий,сильный,Субтропики
Орхидея,Синий,сильный,Австралия
Орхидея,Синий,сильный,Америка
Орхидея,Синий,сильный,Средняя полоса
Орхидея,Фиолетовый,слабый,Европа
Орхидея,Фиолетовый,слабый,Африка
Орхидея,Фиолетовый,слабый,Австралия
Орхидея,Фиолетовый,умеренный,Азия
Орхидея,Фиолетовый,умеренный,Средняя полоса
Орхидея,Фиолетовый,умеренный,Австралия
Орхидея,Фиолетовый,умеренный,Азия
Орхидея,Фиолетовый,умеренный,Тропики
Орхидея,Фиолетовый,умеренный,Азия
Орхидея,Фиолетовый,умеренный,Австралия
Орхидея,Фиолетовый,сильный,Тропики
Орхидея,Фиолетовый,сильный,Средняя полоса
Орхидея,Фиолетовый,сильный,Тропики
Орхидея,Фиолетовый,сильный,Австралия
Пион,Белый,слабый,Африка
Пион,Белый,слабый,Европа
Пион,Белый,умеренный,Америка
Пион,Белый,умеренный,Тропики
Пион,Белый,сильный,Африка
Пион,Белый,сильный,Европа
Пион,Бордовый,слабый,Тропики
Пион,Бордовый,умеренный,Средняя полоса
Пион,Бордовый,умеренный,Средняя полоса
Пион,Жёлтый,слабый,Австралия
Пион,Жёлтый,умеренный,Австралия
Пион,Жёлтый,сильный,Европа
Пион,Жёлтый,сильный,Австралия
Пион,Жёлтый,сильный,Субтропики
Пион,Красный,слабый,Австралия
Пион,Красный,слабый,Европа
Пион,Красный,слабый,Америка
Пион,Красный,слабый,Австралия
Пион,Красный,умеренный,Африка
Пион,Красный,умеренный,Субтропики
Пион,Красный,сильный,Азия
Пион,Красный,сильный,Австралия
Пион,Красный,сильный,Австралия
Пион,Красный,сильный,Тропики
Пион,Оранжевый,слабый,Европа
Пион,Оранжевый,умеренный,Америка
Пион,Оранжевый,умеренный,Субтропики
Пион,Оранжевый,умеренный,Тропики
Пион,Оранжевый,сильный,Австралия
Пион,Розовый,слабый,Африка
Пион,Розовый,слабый,Тропики
Пион,Розовый,слабый,Средняя полоса
Пион,Розовый,умеренный,Азия
Пион,Розовый,умеренный,Субтропики
Пион,Розовый,умеренный,Азия
Пион,Розовый,умеренный,Субтропики
Пион,Розовый,умеренный,Европа
Пион,Розовый,сильный,Австралия
Пион,Розовый,сильный,Австралия
Пион,Розовый,сильный,Средняя полоса
Пион,Синий,слабый,Австралия
Пион,Синий,слабый,Азия
Пион,Синий,слабый,Средняя полоса
Пион,Синий,умеренный,Австралия
Пион,Синий,сильный,Австралия
Пион,Синий,сильный,Америка
Пион,Фиолетовый,слабый,Субтропики
Пион,Фиолетовый,слабый,Тропики
Пион,Фиолетовый,слабый,Австралия
Пион,Фиолетовый,слабый,Тропики
Пион,Фиолетовый,слабый,Европа
Пион,Фиолетовый,слабый,Тропики
Пион,Фиолетовый,умеренный,Тропики
Пион,Фиолетовый,сильный,Африка
Пион,Фиолетовый,сильный,Африка
Роза,Белый,слабый,Америка
Роза,Белый,слабый,Америка
Роза,Белый,слабый,Европа
Роза,Белый,умеренный,Австралия
Роза,Белый,умеренный,Средняя полоса
Роза,Белый,умеренный,Америка
Роза,Белый,умеренный,Австралия
Роза,Белый,сильный,Азия
Роза,Белый,сильный,Европа
Роза,Белый,сильный,Америка
Роза,Бордовый,слабый,Африка
Роза,Бордовый,слабый,Австралия
Роза,Бордовый,слабый,Африка
Роза,Бордовый,слабый,Средняя полоса
Роза,Бордовый,умеренный,Европа
Роза,Бордовый,умеренный,Америка
Роза,Бордовый,сильный,Тропики
Роза,Бордовый,сильный,Субтропики
Роза,Бордовый,сильный,Субтропики
Роза,Жёлтый,слабый,Европа
Роза,Жёлтый,слабый,Субтропики
Роза,Жёлтый,умеренный,Азия
Роза,Жёлтый,сильный,Африка
Роза,Жёлтый,сильный,Европа
Роза,Жёлтый,сильный,Европа
Роза,Жёлтый,сильный,Тропики
Роза,Красный,слабый,Средняя полоса
Роза,Красный,слабый,Субтропики
Роза,Красный,слабый,Африка
Роза,Красный,слабый,Америка
Роза,Красный,слабый,Азия
Роза,Красный,слабый,Тропики
Роза,Красный,слабый,Средняя полоса
Роза,Красный,сильный,Европа
Роза,Красный,сильный,Средняя полоса
Роза,Красный,сильный,Азия
Роза,Красный,сильный,Африка
Роза,Красный,сильный,Субтропики
Роза,Красный,сильный,Африка
Роза,Оранжевый,слабый,Австралия
Роза,Оранжевый,слабый,Тропики
Роза,Оранжевый,умеренный,Европа
Роза,Оранжевый,умеренный,Средняя полоса
Роза,Оранжевый,умеренный,Африка
