name,color,aroma,regions
Гвоздика,Красный,сильный,Средняя полоса
Гвоздика,Красный,сильный,Америка
Гвоздика,Красный,сильный,Тропики
Гвоздика,Оранжевый,слабый,Америка
Гвоздика,Оранжевый,слабый,Азия
Гвоздика,Оранжевый,слабый,Австралия
Гвоздика,Оранжевый,умеренный,Тропики
Гвоздика,Оранжевый,сильный,Америка
Гвоздика,Оранжевый,сильный,Средняя полоса
Гвоздика,Розовый,слабый,Америка
Гвоздика,Розовый,слабый,Африка
Гвоздика,Розовый,слабый,Австралия
Гвоздика,Розовый,слабый,Европа
Гвоздика,Розовый,умеренный,Тропики
Гвоздика,Розовый,умеренный,Тропики
Гвоздика,Розовый,умеренный,Австралия
Гвоздика,Розовый,умеренный,Америка
Гвоздика,Розовый,сильный,Австралия
Гвоздика,Розовый,сильный,Тропики
Гвоздика,Синий,слабый,Америка
Гвоздика,Синий,слабый,Америка
Гвоздика,Синий,слабый,Америка
Гвоздика,Синий,слабый,Америка
Гвоздика,Синий,слабый,Тропики
Гвоздика,Синий,умеренный,Азия
Гвоздика,Синий,умеренный,Европа
Гвоздика,Синий,умеренный,Средняя полоса
Гвоздика,Синий,умеренный,Америка
Гвоздика,Синий,умеренный,Европа
Гвоздика,Синий,умеренный,Австралия
Гвоздика,Синий,умеренный,Субтропики
Гвоздика,Синий,сильный,Африка
Гвоздика,Синий,сильный,Америка
Гвоздика,Синий,сильный,Африка
Гвоздика,Фиолетовый,слабый,Австралия
Гвоздика,Фиолетовый,слабый,Азия
Гвоздика,Фиолетовый,слабый,Америка
Гвоздика,Фиолетовый,умеренный,Субтропики
Гвоздика,Фиолетовый,умеренный,Австралия
Гвоздика,Фиолетовый,умеренный,Европа
Гвоздика,Фиолетовый,умеренный,Европа
Гвоздика,Фиолетовый,сильный,Австралия
Гвоздика,Фиолетовый,сильный,Тропики
Гвоздика,Фиолетовый,сильный,Америка
Гвоздика,Фиолетовый,сильный,Азия
Гвоздика,Фиолетовый,сильный,Тропики
Ирис,Белый,слабый,Африка
Ирис,Белый,слабый,Африка
Ирис,Белый,слабый,Средняя полоса
Ирис,Белый,слабый,Субтропики
Ирис,Белый,слабый,Средняя полоса
Ирис,Белый,умеренный,Средняя полоса
Ирис,Белый,умеренный,Африка
Ирис,Белый,умеренный,Америка
Ирис,Белый,умеренный,Тропики
Ирис,Белый,умеренный,Азия
Ирис,Белый,умеренный,Средняя полоса
Ирис,Белый,сильный,Субтропики
Ирис,Белый,сильный,Америка
Ирис,Бордовый,слабый,Австралия
Ирис,Бордовый,слабый,Субтропики
Ирис,Бордовый,слабый,Америка
Ирис,Бордовый,слабый,Европа
Ирис,Бордовый,слабый,Африка
Ирис,Бордовый,слабый,Америка
Ирис,Бордовый,слабый,Австралия
Ирис,Бордовый,слабый,Азия
Ирис,Бордовый,умеренный,Европа
Ирис,Бордовый,умеренный,Средняя полоса
Ирис,Бордовый,умеренный,Америка
Ирис,Бордовый,умеренный,Средняя полоса
Ирис,Бордовый,умеренный,Америка
Ирис,Бордовый,сильный,Африка
Ирис,Бордовый,сильный,Азия
Ирис,Бордовый,сильный,Средняя полоса
Ирис,Бордовый,сильный,Европа
Ирис,Бордовый,сильный,Средняя полоса
Ирис,Жёлтый,слабый,Европа
Ирис,Жёлтый,слабый,Австралия
Ирис,Жёлтый,умеренный,Австралия
Ирис,Жёлтый,умеренный,Субтропики
Ирис,Красный,слабый,Америка
Ирис,Красный,слабый,Тропики
Ирис,Красный,слабый,Тропики
Ирис,Красный,умеренный,Азия
Ирис,Красный,умеренный,Европа
Ирис,Красный,умеренный,Субтропики
Ирис,Красный,умеренный,Африка
Ирис,Красный,сильный,Тропики
Ирис,Красный,сильный,Европа
Ирис,Красный,сильный,Тропики
Ирис,Красный,сильный,Америка
Ирис,Красный,сильный,Австралия
Ирис,Оранжевый,слабый,Европа
Ирис,Оранжевый,умеренный,Австралия
Ирис,Оранжевый,умеренный,Австралия
Ирис,Оранжевый,умеренный,Европа
Ирис,Оранжевый,умеренный,Азия
Ирис,Оранжевый,сильный,Тропики
Ирис,Оранжевый,сильный,Субтропики
Ирис,Оранжевый,сильный,Африка
Ирис,Розовый,слабый,Средняя полоса
Ирис,Розовый,слабый,Азия
Ирис,Розовый,слабый,Америка
Ирис,Розовый,слабый,Австралия
Ирис,Розовый,умеренный,Субтропики
Ирис,Розовый,умеренный,Субтропики
Ирис,Розовый,умеренный,Средняя полоса
Ирис,Розовый,сильный,Азия
Ирис,Розовый,сильный,Субтропики
Ирис,Розовый,сильный,Европа
Ирис,Синий,умеренный,Субтропики
Ирис,Синий,умеренный,Африка
Ирис,Синий,умеренный,Субтропики
Ирис,Синий,умеренный,Азия
Ирис,Синий,сильный,Африка
Ирис,Синий,сильный,Африка
Ирис,Синий,сильный,Средняя полоса
Ирис,Синий,сильный,Средняя полоса
Ирис,Фиолетовый,слабый,Азия
Ирис,Фиолетовый,слабый,Средняя полоса
Ирис,Фиолетовый,слабый,Африка
Ирис,Фиолетовый,умеренный,Средняя полоса
Ирис,Фиолетовый,умеренный,Америка
Ирис,Фиолетовый,умеренный,Тропики
Ирис,Фиолетовый,умеренный,Австралия
Ирис,Фиолетовый,сильный,Австралия
Ирис,Фиолетовый,сильный,Америка
Ирис,Фиолетовый,сильный,Австралия
Ирис,Фиолетовый,сильный,Европа
Ирис,Фиолетовый,сильный,Средняя полоса
Лаванда,Белый,слабый,Европа
Лаванда,Белый,умеренный,Европа
Лаванда,Белый,умеренный,Азия
Лаванда,Белый,умеренный,Европа
Лаванда,Белый,умеренный,Тропики
Лаванда,Белый,сильный,Африка
Лаванда,Белый,сильный,Америка
Лаванда,Белый,сильный,Тропики
Лаванда,Белый,сильный,Субтропики
Лаванда,Бордовый,слабый,Азия
Лаванда,Бордовый,умеренный,Австралия
Лаванда,Бордовый,умеренный,Америка
Лаванда,Бордовый,сильный,Азия
Лаванда,Бордовый,сильный,Средняя полоса
Лаванда,Жёлтый,умеренный,Субтропики
Лаванда,Жёлтый,умеренный,Средняя полоса
Лаванда,Жёлтый,умеренный,Европа
Лаванда,Жёлтый,сильный,Тропики
Лаванда,Жёлтый,сильный,Средняя полоса
Лаванда,Жёлтый,сильный,Австралия
Лаванда,Красный,слабый,Тропики
Лаванда,Красный,умеренный,Европа
Лаванда,Красный,умеренный,Америка
Лаванда,Красный,умеренный,Субтропики
Лаванда,Красный,умеренный,Африка
Лаванда,Красный,умеренный,Африка
Лаванда,Красный,умеренный,Америка
Лаванда,Красный,сильный,Средняя полоса
Лаванда,Красный,сильный,Азия
Лаванда,Оранжевый,слабый,Америка
Лаванда,Оранжевый,слабый,Европа
Лаванда,Оранжевый,умеренный,Австралия
Лаванда,Оранжевый,умеренный,Средняя полоса
Лаванда,Оранжевый,умеренный,Средняя полоса
Лаванда,Оранжевый,умеренный,Субтропики
Лаванда,Оранжевый,умеренный,Азия
Лаванда,Оранжевый,сильный,Субтропики
Лаванда,Оранжевый,сильный,Европа
Лаванда,Розовый,слабый,Австралия
Лаванда,Розовый,слабый,Тропики
Лаванда,Розовый,слабый,Субтропики
Лаванда,Розовый,умеренный,Австралия
Лаванда,Розовый,умеренный,Средняя полоса
Лаванда,Розовый,умеренный,Европа
Лаванда,Розовый,сильный,Африка
Лаванда,Розовый,сильный,Америка
Лаванда,Розовый,сильный,Америка
Лаванда,Розовый,сильный,Европа
Лаванда,Синий,слабый,Австралия
Лаванда,Синий,сильный,Америка
Лаванда,Синий,сильный,Тропики
Лаванда,Синий,сильный,Тропики
Лаванда,Синий,сильный,Америка
Лаванда,Фиолетовый,слабый,Субтропики
Лаванда,Фиолетовый,слабый,Азия
Лаванда,Фиолетовый,умеренный,Азия
Лаванда,Фиолетовый,умеренный,Америка
Лаванда,Фиолетовый,умеренный,Азия
Лаванда,Фиолетовый,умеренный,Субтропики
Лаванда,Фиолетовый,умеренный,Австралия
Лаванда,Фиолетовый,сильный,Тропики
Лаванда,Фиолетовый,сильный,Азия
Лаванда,Фиолетовый,сильный,Австралия
Лилия,Белый,слабый,Азия
Лилия,Белый,слабый,Азия
Лилия,Белый,слабый,Америка
Лилия,Белый,слабый,Тропики
Лилия,Белый,умеренный,Австралия
Лилия,Белый,сильный,Австралия
Лилия,Белый,сильный,Азия
Лилия,Белый,сильный,Субтропики
Лилия,Бордовый,слабый,Тропики
Лилия,Бордовый,слабый,Африка
Лилия,Бордовый,слабый,Америка
Лилия,Бордовый,слабый,Азия
Лилия,Бордовый,умеренный,Средняя полоса
Лилия,Бордовый,умеренный,Африка
Лилия,Бордовый,умеренный,Азия
Лилия,Бордовый,сильный,Австралия
Лилия,Бордовый,сильный,Австралия
Лилия,Жёлтый,слабый,Азия
Лилия,Жёлтый,слабый,Африка
Лилия,Жёлтый,умеренный,Америка
Лилия,Жёлтый,умеренный,Субтропики
Лилия,Жёлтый,умеренный,Африка
Лилия,Жёлтый,умеренный,Тропики
Лилия,Жёлтый,умеренный,Америка
Лилия,Жёлтый,сильный,Азия
Лилия,Жёлтый,сильный,Африка
Лилия,Жёлтый,сильный,Америка
Лилия,Красный,слабый,Тропики
Лилия,Красный,слабый,Австралия
Лилия,Красный,слабый,Субтропики
Лилия,Красный,слабый,Субтропики
Лилия,Красный,умеренный,Тропики
Лилия,Красный,умеренный,Америка
Лилия,Красный,сильный,Субтропики
Лилия,Красный,сильный,Африка
Лилия,Красный,сильный,Субтропики
Лилия,Красный,сильный,Австралия
Лилия,Оранжевый,слабый,Субтропики
Лилия,Оранжевый,слабый,Средняя полоса
Лилия,Оранжевый,слабый,Америка
Лилия,Оранжевый,умеренный,Азия
Лилия,Оранжевый,сильный,Азия
Лилия,Оранжевый,сильный,Средняя полоса
Лилия,Розовый,слабый,Субтропики
Лилия,Розовый,слабый,Азия
Лилия,Розовый,слабый,Америка
Лилия,Розовый,умеренный,Средняя полоса
Лилия,Розовый,умеренный,Тропики
Лилия,Розовый,сильный,Азия
Лилия,Розовый,сильный,Африка
Лилия,Розовый,сильный,Америка
Лилия,Розовый,сильный,Тропики
Лилия,Розовый,сильный,Австралия
Лилия,Розовый,сильный,Австралия
Лилия,Розовый,сильный,Европа
Лилия,Синий,слабый,Субтропики
Лилия,Синий,слабый,Субтропики
Лилия,Синий,умеренный,Субтропики
Лилия,Синий,умеренный,Америка
Лилия,Синий,умеренный,Тропики
Лилия,Синий,умеренный,Америка
Лилия,Синий,сильный,Тропики
Лилия,Фиолетовый,слабый,Субтропики
Лилия,Фиолетовый,слабый,Субтропики
Лилия,Фиолетовый,слабый,Америка
Лилия,Фиолетовый,слабый,Субтропики
Лилия,Фиолетовый,умеренный,Азия
Лилия,Фиолетовый,умеренный,Америка
Лилия,Фиолетовый,умеренный,Африка
Лилия,Фиолетовый,сильный,Тропики
Лилия,Фиолетовый,сильный,Европа
Лилия,Фиолетовый,сильный,Африка
Лилия,Фиолетовый,сильный,Средняя полоса
Мак,Белый,слабый,Америка
Мак,Белый,слабый,Азия
Мак,Белый,слабый,Тропики
Мак,Белый,умеренный,Средняя полоса
Мак,Белый,умеренный,Азия
Мак,Белый,сильный,Америка
Мак,Бордовый,слабый,Африка
Мак,Бордовый,слабый,Азия
Мак,Бордовый,слабый,Тропики
Мак,Бордовый,слабый,Субтропики
Мак,Бордовый,умеренный,Австралия
Мак,Бордовый,умеренный,Тропики
Мак,Бордовый,сильный,Европа
Мак,Бордовый,сильный,Америка
Мак,Бордовый,сильный,Америка
Мак,Жёлтый,слабый,Африка
Мак,Жёлтый,умеренный,Австралия
Мак,Жёлтый,сильный,Америка
Мак,Жёлтый,сильный,Америка
Мак,Красный,слабый,Африка
Мак,Красный,слабый,Африка
Мак,Красный,слабый,Субтропики
Мак,Красный,слабый,Америка
Мак,Красный,слабый,Австралия
Мак,Красный,умеренный,Европа
Мак,Красный,умеренный,Тропики
Мак,Красный,умеренный,Америка
Мак,Красный,сильный,Субтропики
Мак,Оранжевый,умеренный,Африка
Мак,Оранжевый,умеренный,Африка
Мак,Оранжевый,умеренный,Америка
Мак,Оранжевый,умеренный,Средняя полоса
Мак,Оранжевый,умеренный,Средняя полоса
Мак,Оранжевый,сильный,Австралия
Мак,Оранжевый,сильный,Европа
Мак,Розовый,слабый,Средняя полоса
Мак,Розовый,слабый,Африка
Мак,Розовый,умеренный,Австралия
Мак,Розовый,сильный,Азия
Мак,Розовый,сильный,Австралия
Мак,Розовый,сильный,Африка
Мак,Синий,слабый,Австралия
Мак,Синий,слабый,Средняя полоса
Мак,Синий,умеренный,Азия
Мак,Синий,умеренный,Тропики
Мак,Синий,умеренный,Австралия
Мак,Синий,умеренный,Средняя полоса
Мак,Синий,умеренный,Африка
Мак,Фиолетовый,слабый,Австралия
Мак,Фиолетовый,слабый,Средняя полоса
Мак,Фиолетовый,слабый,Америка
Мак,Фиолетовый,слабый,Субтропики
Мак,Фиолетовый,слабый,Америка
Мак,Фиолетовый,умеренный,Средняя полоса
Мак,Фиолетовый,сильный,Африка
Мак,Фиолетовый,сильный,Африка
Нарцисс,Белый,слабый,Америка
Нарцисс,Белый,слабый,Африка
Нарцисс,Белый,слабый,Европа
Нарцисс,Белый,умеренный,Субтропики
Нарцисс,Белый,умеренный,Европа
Нарцисс,Белый,сильный,Америка
Нарцисс,Бордовый,слабый,Тропики
Нарцисс,Бордовый,умеренный,Азия
Нарцисс,Жёлтый,слабый,Африка
Нарцисс,Жёлтый,слабый,Австралия
Нарцисс,Жёлтый,слабый,Субтропики
Нарцисс,Жёлтый,умеренный,Африка
Нарцисс,Жёлтый,сильный,Тропики
Нарцисс,Жёлтый,сильный,Азия
Нарцисс,Красный,умеренный,Африка
Нарцисс,Красный,умеренный,Средняя полоса
Нарцисс,Красный,умеренный,Африка
Нарцисс,Красный,сильный,Субтропики
Нарцисс,Оранжевый,слабый,Африка
Нарцисс,Оранжевый,умеренный,Средняя полоса
Нарцисс,Оранжевый,умеренный,Африка
Нарцисс,Оранжевый,умеренный,Тропики
Нарцисс,Оранжевый,сильный,Европа
Нарцисс,Оранжевый,сильный,Африка
Нарцисс,Розовый,слабый,Тропики
Нарцисс,Розовый,слабый,Субтропики
Нарцисс,Розовый,слабый,Америка
Нарцисс,Розовый,слабый,Европа
Нарцисс,Розовый,умеренный,Австралия
Нарцисс,Розовый,сильный,Африка
Нарцисс,Розовый,сильный,Европа
Нарцисс,Синий,слабый,Австралия
Нарцисс,Синий,слабый,Австралия
Нарцисс,Синий,слабый,Америка
Нарцисс,Синий,умеренный,Субтропики
Нарцисс,Синий,умеренный,Тропики
Нарцисс,Синий,умеренный,Америка
Нарцисс,Синий,сильный,Австралия
Нарцисс,Синий,сильный,Африка
Нарцисс,Фиолетовый,слабый,Азия
Нарцисс,Фиолетовый,умеренный,Европа
Нарцисс,Фиолетовый,умеренный,Европа
Нарцисс,Фиолетовый,сильный,Австралия
Нарцисс,Фиолетовый,сильный,Азия
Нарцисс,Фиолетовый,сильный,Азия
Нарцисс,Фиолетовый,сильный,Европа
Нарцисс,Фиолетовый,сильный,Азия
Незабудка,Белый,слабый,Тропики
Незабудка,Белый,слабый,Средняя полоса
Незабудка,Белый,слабый,Тропики
Незабудка,Белый,умеренный,Средняя полоса
Незабудка,Белый,умеренный,Австралия
Незабудка,Белый,умеренный,Азия
Незабудка,Белый,сильный,Европа
Незабудка,Белый,сильный,Австралия
Незабудка,Белый,сильный,Средняя полоса
Незабудка,Белый,сильный,Америка
Незабудка,Белый,сильный,Субтропики
Незабудка,Бордовый,слабый,Африка
Незабудка,Бордовый,слабый,Тропики
Незабудка,Бордовый,слабый,Австралия
Незабудка,Бордовый,слабый,Европа
Незабудка,Бордовый,умеренный,Тропики
Незабудка,Бордовый,сильный,Австралия
Незабудка,Бордовый,сильный,Тропики
Незабудка,Бордовый,сильный,Тропики
Незабудка,Жёлтый,слабый,Азия
Незабудка,Жёлтый,умеренный,Тропики
Незабудка,Жёлтый,сильный,Субтропики
Незабудка,Жёлтый,сильный,Азия
Незабудка,Жёлтый,сильный,Субтропики
Незабудка,Красный,слабый,Африка
Незабудка,Красный,слабый,Австралия
Незабудка,Красный,слабый,Африка
Незабудка,Красный,умеренный,Австралия
Незабудка,Красный,умеренный,Азия
Незабудка,Красный,умеренный,Австралия
Незабудка,Красный,умеренный,Африка
Незабудка,Красный,сильный,Америка
Незабудка,Оранжевый,слабый,Тропики
Незабудка,Оранжевый,слабый,Европа
Незабудка,Оранжевый,слабый,Субтропики
Незабудка,Оранжевый,умеренный,Австралия
Незабудка,Оранжевый,умеренный,Европа
Незабудка,Оранжевый,умеренный,Америка
Незабудка,Оранжевый,сильный,Тропики
Незабудка,Оранжевый,сильный,Субтропики
Незабудка,Оранжевый,сильный,Тропики
Незабудка,Розовый,слабый,Европа
Незабудка,Розовый,слабый,Австралия
Незабудка,Розовый,умеренный,Средняя полоса
Незабудка,Розовый,умеренный,Субтропики
Незабудка,Розовый,умеренный,Австралия
Незабудка,Розовый,сильный,Тропики
Незабудка,Розовый,сильный,Африка
Незабудка,Синий,слабый,Тропики
Незабудка,Синий,слабый,Субтропики
Незабудка,Синий,слабый,Австралия
Незабудка,Синий,умеренный,Субтропики
Незабудка,Синий,умеренный,Америка
Незабудка,Синий,умеренный,Африка
Незабудка,Синий,умеренный,Средняя полоса
Незабудка,Фиолетовый,слабый,Субтропики
Незабудка,Фиолетовый,слабый,Тропики
Незабудка,Фиолетовый,слабый,Субтропики
Незабудка,Фиолетовый,слабый,Тропики
Незабудка,Фиолетовый,слабый,Субтропики
Незабудка,Фиолетовый,умеренный,Америка
Незабудка,Фиолетовый,сильный,Азия
Незабудка,Фиолетовый,сильный,Субтропики
Незабудка,Фиолетовый,сильный,Австралия
Незабудка,Фиолетовый,сильный,Австралия
Незабудка,Фиолетовый,сильный,Субтропики
Орхидея,Белый,слабый,Субтропики
Орхидея,Белый,слабый,Африка
Орхидея,Белый,слабый,Европа
Орхидея,Белый,слабый,Тропики
Орхидея,Белый,слабый,Тропики
Орхидея,Белый,умеренный,Средняя полоса
Орхидея,Белый,сильный,Средняя полоса
Орхидея,Бордовый,слабый,Средняя полоса
Орхидея,Бордовый,слабый,Америка
Орхидея,Бордовый,умеренный,Тропики
Орхидея,Бордовый,умеренный,Азия
Орхидея,Бордовый,умеренный,Азия
Орхидея,Бордовый,умеренный,Африка
Орхидея,Бордовый,сильный,Африка
Орхидея,Бордовый,сильный,Европа
Орхидея,Бордовый,сильный,Африка
Орхидея,Жёлтый,слабый,Европа
Орхидея,Жёлтый,слабый,Европа
Орхидея,Жёлтый,умеренный,Азия
Орхидея,Жёлтый,умеренный,Тропики
Орхидея,Жёлтый,сильный,Азия
Орхидея,Красный,слабый,Австралия
Орхидея,Красный,слабый,Африка
Орхидея,Красный,умеренный,Средняя полоса
Орхидея,Красный,умеренный,Австралия
Орхидея,Красный,умеренный,Австралия
Орхидея,Красный,умеренный,Австралия
Орхидея,Красный,умеренный,Европа
Орхидея,Красный,умеренный,Америка
Орхидея,Красный,умеренный,Азия
Орхидея,Красный,сильный,Африка
Орхидея,Красный,сильный,Азия
Орхидея,Оранжевый,слабый,Азия
Орхидея,Оранжевый,слабый,Европа
Орхидея,Оранжевый,умеренный,Субтропики
Орхидея,Оранжевый,сильный,Субтропики
Орхидея,Оранжевый,сильный,Африка
Орхидея,Розовый,слабый,Австралия
Орхидея,Розовый,слабый,Тропики
Орхидея,Розовый,слабый,Австралия
Орхидея,Розовый,умеренный,Азия
Орхидея,Розовый,умеренный,Тропики
Орхидея,Синий,слабый,Америка
Орхидея,Синий,слабый,Средняя полоса
Орхидея,Синий,умеренный,Европа
Орхидея,Синий,умеренный,Африка
Орхидея,Синий,умеренный,Средняя полоса
Орхидея,Синий,сильный,Австралия
Орхидея,Синий,сильный,Америка
Орхидея,Синий,сильный,Субтропики
Орхидея,Синий,сильный,Средняя полоса
Орхидея,Фиолетовый,слабый,Африка
Орхидея,Фиолетовый,слабый,Европа
Орхидея,Фиолетовый,слабый,Австралия
Орхидея,Фиолетовый,умеренный,Азия
Орхидея,Фиолетовый,умеренный,Азия
Орхидея,Фиолетовый,умеренный,Тропики
Орхидея,Фиолетовый,умеренный,Австралия
Орхидея,Фиолетовый,умеренный,Средняя полоса
Орхидея,Фиолетовый,умеренный,Азия
Орхидея,Фиолетовый,умеренный,Австралия
Орхидея,Фиолетовый,сильный,Австралия
Орхидея,Фиолетовый,сильный,Средняя полоса
Орхидея,Фиолетовый,сильный,Тропики
Орхидея,Фиолетовый,сильный,Тропики
Пион,Белый,слабый,Европа
Пион,Белый,слабый,Африка
Пион,Белый,умеренный,Тропики
Пион,Белый,умеренный,Америка
Пион,Белый,сильный,Африка
Пион,Белый,сильный,Европа
Пион,Бордовый,слабый,Тропики
Пион,Бордовый,умеренный,Средняя полоса
Пион,Бордовый,умеренный,Средняя полоса
Пион,Жёлтый,слабый,Австралия
Пион,Жёлтый,умеренный,Австралия
Пион,Жёлтый,сильный,Австралия
Пион,Жёлтый,сильный,Европа
Пион,Жёлтый,сильный,Субтропики
Пион,Красный,слабый,Европа
Пион,Красный,слабый,Австралия
Пион,Красный,слабый,Австралия
Пион,Красный,слабый,Америка
Пион,Красный,умеренный,Субтропики
Пион,Красный,умеренный,Африка
Пион,Красный,сильный,Азия
Пион,Красный,сильный,Тропики
Пион,Красный,сильный,Австралия
Пион,Красный,сильный,Австралия
Пион,Оранжевый,слабый,Европа
Пион,Оранжевый,умеренный,Субтропики
Пион,Оранжевый,умеренный,Тропики
Пион,Оранжевый,умеренный,Америка
Пион,Оранжевый,сильный,Австралия
Пион,Розовый,слабый,Тропики
Пион,Розовый,слабый,Средняя полоса
Пион,Розовый,слабый,Африка
Пион,Розовый,умеренный,Азия
Пион,Розовый,умеренный,Европа
Пион,Розовый,умеренный,Субтропики
Пион,Розовый,умеренный,Субтропики
Пион,Розовый,умеренный,Азия
Пион,Розовый,сильный,Австралия
Пион,Розовый,сильный,Австралия
Пион,Розовый,сильный,Средняя полоса
Пион,Синий,слабый,Азия
Пион,Синий,слабый,Средняя полоса
Пион,Синий,слабый,Австралия
Пион,Синий,умеренный,Австралия
Пион,Синий,сильный,Австралия
Пион,Синий,сильный,Америка
Пион,Фиолетовый,слабый,Тропики
Пион,Фиолетовый,слабый,Субтропики
Пион,Фиолетовый,слабый,Австралия
Пион,Фиолетовый,слабый,Европа
Пион,Фиолетовый,слабый,Тропики
Пион,Фиолетовый,слабый,Тропики
Пион,Фиолетовый,умеренный,Тропики
Пион,Фиолетовый,сильный,Африка
Пион,Фиолетовый,сильный,Африка
Роза,Белый,слабый,Америка
Роза,Белый,слабый,Европа
Роза,Белый,слабый,Америка
Роза,Белый,умеренный,Австралия
Роза,Белый,умеренный,Австралия
Роза,Белый,умеренный,Америка
Роза,Белый,умеренный,Средняя полоса
Роза,Белый,сильный,Европа
Роза,Белый,сильный,Азия
Роза,Белый,сильный,Америка
Роза,Бордовый,слабый,Африка
Роза,Бордовый,слабый,Африка
Роза,Бордовый,слабый,Средняя полоса
Роза,Бордовый,слабый,Австралия
Роза,Бордовый,умеренный,Америка
Роза,Бордовый,умеренный,Европа
Роза,Бордовый,сильный,Субтропики
Роза,Бордовый,сильный,Тропики
Роза,Бордовый,сильный,Субтропики
Роза,Жёлтый,слабый,Европа
Роза,Жёлтый,слабый,Субтропики
Роза,Жёлтый,умеренный,Азия
Роза,Жёлтый,сильный,Европа
Роза,Жёлтый,сильный,Тропики
Роза,Жёлтый,сильный,Европа
Роза,Жёлтый,сильный,Африка
Роза,Красный,слабый,Субтропики
Роза,Красный,слабый,Средняя полоса
Роза,Красный,слабый,Африка
Роза,Красный,слабый,Америка
Роза,Красный,слабый,Азия
Роза,Красный,слабый,Тропики
Роза,Красный,слабый,Средняя полоса
Роза,Красный,сильный,Африка
Роза,Красный,сильный,Субтропики
Роза,Красный,сильный,Азия
Роза,Красный,сильный,Средняя полоса
Роза,Красный,сильный,Африка
Роза,Красный,сильный,Европа
Роза,Оранжевый,слабый,Австралия
Роза,Оранжевый,слабый,Тропики
Роза,Оранжевый,умеренный,Европа
Роза,Оранжевый,умеренный,Африка
Роза,Оранжевый,умеренный,Средняя полоса
